05-01 18:23:45.247 I/om.streamfr.app( 4621): Background concurrent mark compact GC freed 3893KB AllocSpace bytes, 10(1484KB) LOS objects, 49% free, 12MB/24MB, paused 8.172ms,42.104ms total 355.622ms
05-01 18:23:58.016 W/gle.android.gms( 1606): ApkAssets: Deleting an ApkAssets object '<empty> and /data/app/~~57S_fR0TvGVzg9B8YsgPeA==/com.streamfr.app-LEPjIGdb4bUAAiOsv1E6gA==/base.apk' with 1 weak references
05-01 18:24:01.450 I/om.streamfr.app( 4621): Background concurrent mark compact GC freed 12MB AllocSpace bytes, 89(2960KB) LOS objects, 49% free, 10MB/21MB, paused 800us,13.468ms total 485.836ms
05-01 18:24:02.558 I/om.streamfr.app( 4621): NativeAlloc concurrent mark compact GC freed 8412KB AllocSpace bytes, 1(104KB) LOS objects, 49% free, 13MB/26MB, paused 9.836ms,3.711ms total 265.140ms
05-01 18:24:03.544 I/Zygote  (  391): Process 4601 exited due to signal 9 (Killed)
05-01 18:24:03.561 I/Zygote  (  391): Process 4130 exited due to signal 9 (Killed)
05-01 18:24:03.570 I/Zygote  (  391): Process 4161 exited due to signal 9 (Killed)
05-01 18:24:03.597 I/om.streamfr.app( 4621): NativeAlloc concurrent mark compact GC freed 10MB AllocSpace bytes, 0(0B) LOS objects, 49% free, 13MB/27MB, paused 2.821ms,24.799ms total 349.023ms
05-01 18:24:05.081 W/om.streamfr.app( 4621): Entry not found
05-01 18:24:05.098 I/AppsFilter(  610): interaction: PackageSetting{2f55bbd com.streamfr.app/10209} -> PackageSetting{4e97b71 com.android.cts.priv.ctsshim/10184} BLOCKED
05-01 18:34:23.621 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{56f1dc8 com.google.android.inputmethod.latin/10156} BLOCKED
05-01 18:34:23.621 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{c12ce61 android.auto_generated_rro_vendor__/10086} BLOCKED
05-01 18:34:23.621 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{ee99d86 com.google.android.apps.restore/10135} BLOCKED
05-01 18:34:23.705 W/om.streamfr.app( 7849): ClassLoaderContext classpath element checksum mismatch. expected=2832758366, found=1480346959 (DLC[];PCL[base.apk*2832758366]{PCL[/system/framework/org.apache.http.legacy.jar*437079508]#PCL[/system/framework/com.android.location.provider.jar*3414091812]#PCL[/system/framework/com.android.media.remotedisplay.jar*2042759013]#PCL[/system_ext/framework/androidx.window.extensions.jar*1060046784]#PCL[/system_ext/framework/androidx.window.sidecar.jar*2147524027]} | DLC[];PCL[/data/app/~~27VoA7-GN1A2Y1-UTidGTw==/com.streamfr.app-dUwQJFcMEgk7tM_Ao1qHkg==/base.apk*1480346959]{PCL[/system_ext/framework/androidx.window.extensions.jar*1060046784]#PCL[/system_ext/framework/androidx.window.sidecar.jar*2147524027]})
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{4e97b71 com.android.cts.priv.ctsshim/10184} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{56c2d56 com.google.android.youtube/10166} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{b63b1d7 com.android.internal.display.cutout.emulation.corner/10004} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{cec6ac4 com.android.internal.display.cutout.emulation.double/10007} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{c95dad com.google.android.onetimeinitializer/10130} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{115c8e2 com.google.android.ext.shared/10120} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{a479473 com.android.virtualmachine.res/10193} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{3a76f30 com.android.managedprovisioning.auto_generated_rro_product__/10042} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{14b27a9 com.android.carrierconfig.auto_generated_rro_vendor__/10087} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{8cb912e com.google.android.server.deviceconfig.resources/10199} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{c7d04cf com.android.systemui.emulation.pixel_3_xl/10054} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{fcc4e5c com.android.systemui.emulation.pixel_4_xl/10061} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{1059565 com.android.systemui.emulation.pixel_fold/10074} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{403923a com.android.providers.telephony.auto_generated_characteristics_rro/10079} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{eef1eeb com.android.simappdialog.auto_generated_rro_product__/10051} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{bfdf448 com.android.htmlviewer/10121} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{33f22e1 com.google.android.health.connect.backuprestore/10198} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{9889806 com.android.systemui.auto_generated_rro_product__/10075} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{8e6fa35 com.google.android.apps.messaging/10140} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{81ebec7 com.google.android.soundpicker/10162} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{8220cf4 com.google.android.marvin.talkbackoverlay/10090} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{f2a0c1d com.google.android.configupdater/10128} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{62e92 com.android.internal.emulation.pixel_3a_xl/10017} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{bbe8063 com.android.internal.emulation.pixel_6_pro/10022} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{acd0460 com.android.internal.emulation.pixel_7_pro/10031} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{2e04d19 com.android.internal.emulation.pixel_8_pro/10030} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{b54a1de com.android.internal.emulation.pixel_9_pro/10028} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{c0ebfbf com.android.internal.emulation.pixel_3a/10013} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{d6e068c com.android.internal.emulation.pixel_4a/10020} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{a1fa1d5 com.android.internal.emulation.pixel_6a/10023} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{284fdea com.android.internal.emulation.pixel_7a/10025} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{4f998db com.android.internal.emulation.pixel_8a/10041} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{f3aff78 com.google.android.overlay.googlewebview/10037} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{4c58651 com.google.android.apps.safetyhub/10139} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{aad0eb6 com.google.android.hotspot2.osulogin/10202} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{ceee7b7 com.android.simappdialog/10124} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{adc9b24 com.android.internal.display.cutout.emulation.hole/10014} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{90b368d com.android.internal.display.cutout.emulation.tall/10008} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{2736042 com.android.internal.systemui.navbar.threebutton/10047} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{7804853 com.android.camera2/10147} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{ada4590 com.android.internal.ranchu.commonoverlay/10048} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{d81ae89 com.android.systemui.auto_generated_rro_vendor__/10088} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{a5b3e8e com.google.android.deskclock/10160} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{5bd16af com.android.internal.systemui.navbar.twobutton/10040} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{8c62abc com.google.android.gm/10167} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{6cdaa45 com.android.compos.payload/10206} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{5d0b59a com.android.systemui.emulation.pixel_3/10053} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{4e6ecb com.android.systemui.emulation.pixel_4/10057} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{32936a8 com.android.systemui.emulation.pixel_5/10060} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{523a5c1 com.android.systemui.emulation.pixel_6/10058} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{f49166 com.android.systemui.emulation.pixel_7/10064} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{7532ca7 com.android.systemui.emulation.pixel_8/10067} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{62f1554 com.android.systemui.emulation.pixel_9/10070} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{d83dcfd com.android.printspooler/10125} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{7285df2 com.google.android.connectivity.resources.goldfish.overlay/10089} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{3fbec43 com.android.dreams.basic/10110} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{31232c0 com.google.android.networkstack.tethering.emulator/10033} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{ab64bf9 com.android.providers.settings.auto_generated_rro_product__/10050} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{65a673e com.google.android.as.oss/10129} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{7e7099f com.android.traceur.auto_generated_rro_product__/10081} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{247baec com.android.internal.emulation.pixel_9_pro_fold/10029} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{206aeb5 com.google.android.devicelockcontroller/10208} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{b11b94a com.google.android.dialer/10138} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{63ca0bb com.android.internal.emulation.pixel_3/10018} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{c6b99d8 com.android.internal.emulation.pixel_4/10015} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{7c08131 com.android.internal.emulation.pixel_5/10019} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{13a2016 com.android.internal.emulation.pixel_6/10021} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{28a8d97 com.android.internal.emulation.pixel_7/10024} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{5ec7b84 com.android.internal.emulation.pixel_8/10026} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{f6aff6d com.android.internal.emulation.pixel_9/10027} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{5b027a2 com.google.android.captiveportallogin/10116} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{1606c33 android.auto_generated_characteristics_rro/10083} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{977cbf0 com.google.android.appsearch.apk/10191} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{3c52569 com.android.musicfx/10105} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{48d1bee com.google.android.apps.docs/10150} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{dd5d1cd com.google.android.apps.maps/10157} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{6ab988f com.google.android.markup/10154} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{d25b71c com.google.android.webview/10163} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{281af25 com.google.android.rkpdapp/10190} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{3308fa com.google.android.contacts/10151} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{dd32eab com.android.server.telecom.auto_generated_rro_product__/10078} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{e652908 com.android.phone.auto_generated_characteristics_rro/10076} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{7c318a1 com.google.android.overlay.googleconfig/10039} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{d18bac6 com.android.chrome/10146} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{7940a87 com.android.bips.auto_generated_rro_product__/10002} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{a7cdb4 com.google.android.apps.customization.pixel/10155} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{5579ddd com.google.android.tag/10108} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{e55bd52 com.google.android.overlay.permissioncontroller/10036} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{99cc823 com.google.android.partnersetup/10137} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{ace1120 com.google.android.apps.wallpaper.nexus/10153} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{1b53ad9 com.google.android.apps.nexuslauncher/10176} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{eee5c9e com.android.theme.font.notoserifsource/10034} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{be9c37f com.google.android.safetycenter.resources/10195} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{f531f4c com.android.internal.display.cutout.emulation.waterfall/10009} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{ab5ab95 com.android.internal.systemui.navbar.transparent/10082} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{3dfa4aa com.google.android.connectivity.resources/10192} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{fe1189b com.android.providers.contacts.auto_generated_rro_product__/10003} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{b38e438 com.google.android.feedback/10172} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{8126c11 com.google.android.printservice.recommendation/10119} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{2eb6176 com.google.android.apps.photos/10165} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{f527bb8 com.google.android.calendar/10149} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{d2ea377 com.google.android.documentsui/10099} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{7b40be4 com.android.systemui.emulation.pixel_3a_xl/10056} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{9a0b84d com.android.systemui.emulation.pixel_6_pro/10062} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{a241f02 com.android.systemui.emulation.pixel_7_pro/10065} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{600013 com.android.systemui.emulation.pixel_8_pro/10068} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{a980250 com.android.systemui.emulation.pixel_9_pro/10071} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{d4d8c49 com.android.carrierconfig.auto_generated_rro_product__/10005} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{439294e com.android.devicediagnostics.auto_generated_rro_product__/10006} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{7408a6f com.android.providers.partnerbookmarks/10122} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{182f37c com.android.wallpaper.livepicker/10104} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{8d9a405 com.android.providers.telephony.auto_generated_rro_product__/10080} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{5828c5a com.android.phone.auto_generated_rro_vendor__/10085} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{6f55e8b com.android.imsserviceentitlement/10132} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{3c9cb68 com.android.internal.emulation.pixel_9_pro_xl/10032} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{3557b81 com.google.android.healthconnect.controller/10197} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{dcd1426 com.android.internal.emulation.pixel_2_xl/10011} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{7d95867 com.android.internal.emulation.pixel_3_xl/10012} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{7243614 com.android.internal.emulation.pixel_4_xl/10016} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{a5d4ebd com.android.internal.emulation.pixel_fold/10035} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{ae64cb2 com.android.bookmarkprovider/10114} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{3191403 com.google.android.overlay.pixelconfigcommon/10044} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{3189f80 com.android.systemui.accessibility.accessibilitymenu.auto_generated_rro_product__/10000} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{f1519b9 com.android.systemui.emulation.pixel_3a/10055} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{7e881fe com.android.systemui.emulation.pixel_4a/10059} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{e0eed5f com.android.systemui.emulation.pixel_6a/10063} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{f2833ac com.android.systemui.emulation.pixel_7a/10066} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{6e49875 com.android.systemui.emulation.pixel_8a/10069} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{7422108 com.google.android.settings.intelligence/10141} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{2608871 com.google.android.projection.gearhead/10131} BLOCKED
05-01 18:34:23.709 I/AppsFilter(  610): interaction: PackageSetting{b4b1b2b com.streamfr.app/10209} -> PackageSetting{f5f007b com.google.android.uwb.resources/10200} BLOCKED
